Date,RR.L,IAG.L,TYT.L,SCE.L,INVP.L,HSBC.L,DGE.L,NICL.L,PNN.L,BWRA.L,AVCT.L,AZN.L,ULVR.L,PZC.L,ELCO.L,ZOO,MBT.L,VOD.L,AIG.L,WTB.L
31/07/2012,291.86,123.46,592.60,10.76,293.13,533.90,"1,707.00",711.00,"1,152.00",139.75,76.00,"2,986.50","2,291.00",306.80,7.75,12.00,799.50,190.39,160.00,"1,835.09"
01/08/2012,296.50,122.56,603.00,11.25,296.79,540.60,"1,737.50",710.00,"1,145.25",139.75,76.00,"3,035.00","2,310.00",309.80,7.75,12.00,801.00,196.75,162.40,"1,806.74"
02/08/2012,289.29,120.27,613.10,12.72,293.67,538.70,"1,717.50",706.50,"1,131.00",139.75,76.00,"3,029.00","2,286.00",310.30,7.75,12.00,810.00,195.96,159.30,"1,775.81"
03/08/2012,294.10,124.80,611.00,13.20,302.46,560.50,"1,707.50",706.50,"1,152.00",139.75,76.00,"3,096.00","2,334.00",320.30,7.75,12.00,840.00,198.26,151.00,"1,833.37"
06/08/2012,293.75,127.32,633.00,13.20,304.72,560.30,"1,699.00",706.50,"1,135.50",139.75,76.00,"3,089.50","2,315.00",320.90,7.75,12.00,845.50,198.47,152.10,"1,841.10"
07/08/2012,291.69,128.44,632.33,13.20,303.94,560.70,"1,716.50",710.25,"1,130.25",139.75,73.50,"3,083.00","2,303.00",311.80,7.25,12.00,829.50,198.36,156.60,"1,847.97"
08/08/2012,292.38,131.52,635.19,12.72,305.81,563.30,"1,712.00",712.50,"1,095.00",139.75,74.50,"3,015.00","2,278.00",310.60,7.25,12.00,838.00,199.40,153.30,"1,852.27"
09/08/2012,291.35,133.20,641.00,12.72,306.74,566.00,"1,715.00",712.50,"1,102.50",140.00,74.50,"2,998.50","2,295.00",316.20,7.25,12.00,835.50,198.00,151.40,"1,857.42"
10/08/2012,292.21,132.52,638.25,12.23,309.23,566.80,"1,706.50",712.50,"1,101.75",140.00,74.50,"2,997.00","2,282.00",313.90,7.25,12.00,841.00,198.57,149.70,"1,847.11"
13/08/2012,291.69,131.63,633.00,12.23,307.67,565.70,"1,698.00",712.50,"1,103.25",140.00,74.50,"2,993.50","2,287.00",312.30,7.25,12.00,836.00,198.31,148.20,"1,812.75"
14/08/2012,295.30,132.64,633.00,12.23,311.02,569.00,"1,710.50",720.00,"1,149.75",140.00,74.50,"3,012.50","2,280.00",308.00,7.25,12.00,830.00,198.73,149.00,"1,829.93"
15/08/2012,295.30,132.92,630.11,12.23,307.13,562.20,"1,708.00",712.50,"1,146.00",140.25,74.50,"3,019.00","2,274.00",305.00,7.25,12.00,830.00,196.80,147.60,"1,838.52"
16/08/2012,295.12,134.31,630.11,12.23,308.92,564.80,"1,700.00",712.50,"1,124.25",140.25,75.00,"3,025.50","2,268.00",302.40,7.25,12.00,830.00,193.46,147.90,"1,827.35"
17/08/2012,296.84,137.00,631.01,12.23,310.16,570.00,"1,686.50",720.00,"1,120.50",140.25,75.00,"3,000.50","2,267.00",303.30,7.25,12.00,828.00,193.88,149.80,"1,829.07"
20/08/2012,291.35,135.88,649.00,12.23,307.67,563.10,"1,687.00",713.50,"1,112.25",140.25,75.00,"2,986.50","2,274.00",306.50,7.25,12.00,825.00,194.71,147.30,"1,818.76"
21/08/2012,292.55,137.39,649.00,12.23,308.14,567.90,"1,684.00",716.25,"1,110.00",140.50,75.00,"2,982.00","2,277.00",308.00,7.25,12.00,819.50,194.56,149.90,"1,831.65"
22/08/2012,288.09,134.82,652.22,12.23,300.21,559.40,"1,680.50",723.00,"1,104.75",140.50,75.00,"2,959.00","2,250.00",306.00,7.25,12.00,816.00,191.69,146.90,"1,805.88"
23/08/2012,286.55,135.88,652.00,12.23,302.00,559.10,"1,698.00",738.00,"1,108.50",140.50,75.00,"2,959.50","2,247.00",303.50,7.25,12.00,816.00,191.95,142.90,"1,800.72"
24/08/2012,285.17,134.99,646.00,12.23,301.30,557.00,"1,713.50",730.00,"1,108.50",140.50,75.50,"2,981.50","2,273.00",304.90,7.25,12.00,816.00,192.63,141.40,"1,808.45"
28/08/2012,284.83,133.92,648.87,12.23,299.51,558.40,"1,715.00",724.00,"1,107.75",140.50,74.50,"2,966.50","2,278.00",302.10,7.25,12.00,817.50,192.89,144.90,"1,807.59"
29/08/2012,282.60,136.33,634.00,12.23,295.46,553.70,"1,724.00",727.50,"1,107.75",136.00,73.00,"2,951.00","2,266.00",305.50,7.25,12.00,815.50,191.95,142.70,"1,832.51"
30/08/2012,281.74,130.79,636.00,12.23,290.64,547.90,"1,742.50",734.00,"1,116.00",136.00,72.50,"2,960.50","2,265.00",305.20,7.25,12.00,814.00,190.91,143.10,"1,840.24"
31/08/2012,281.74,132.47,623.00,12.23,291.96,547.10,"1,725.00",737.00,"1,104.75",136.00,72.50,"2,936.50","2,264.00",304.00,7.25,12.00,834.00,189.24,141.80,"1,829.93"
03/09/2012,286.72,131.57,623.00,12.23,297.95,551.00,"1,751.00",737.00,"1,104.00",136.00,72.50,"2,946.50","2,284.00",306.20,7.25,11.50,835.00,191.01,142.10,"1,826.50"
04/09/2012,279.68,129.05,616.18,12.23,296.09,544.60,"1,754.00",738.50,"1,102.50",136.00,72.50,"2,908.50","2,263.00",302.20,7.25,11.50,830.00,186.06,139.90,"1,804.16"
05/09/2012,284.14,130.79,616.18,12.23,294.69,541.00,"1,751.50",740.25,"1,105.50",136.00,72.50,"2,921.00","2,271.00",300.50,7.25,11.50,824.00,184.02,139.70,"1,803.30"
06/09/2012,286.20,135.55,614.21,11.74,305.65,555.10,"1,764.50",735.00,"1,113.00",136.00,72.50,"2,940.50","2,311.00",303.50,7.25,11.50,830.00,186.63,144.60,"1,898.66"
07/09/2012,283.97,142.09,635.04,11.74,307.83,563.50,"1,702.00",738.50,"1,113.00",136.00,72.50,"2,923.50","2,275.00",305.00,7.25,11.50,835.00,184.65,146.70,"1,957.94"
10/09/2012,284.14,140.53,638.00,11.74,305.57,563.70,"1,695.50",753.50,"1,102.50",136.00,72.50,"2,908.50","2,245.00",303.90,7.25,11.50,839.00,184.13,149.90,"1,975.98"
11/09/2012,285.17,142.37,638.00,11.25,303.32,564.60,"1,699.00",755.50,"1,091.25",136.00,75.50,"2,914.50","2,254.00",299.30,7.25,11.50,844.00,184.18,154.80,"1,954.50"
12/09/2012,284.31,143.44,639.68,11.25,307.21,569.10,"1,672.50",753.00,"1,094.25",136.00,76.50,"2,907.50","2,235.00",297.20,7.25,11.50,848.00,181.42,155.60,"1,921.00"
13/09/2012,293.07,142.99,636.31,10.76,303.09,568.10,"1,689.50",760.00,"1,094.25",136.00,77.50,"2,912.50","2,239.00",298.30,7.25,11.75,850.50,184.91,154.90,"1,954.50"
14/09/2012,303.53,145.28,640.19,10.76,309.93,584.40,"1,683.00",776.00,"1,096.50",136.25,77.50,"2,893.00","2,245.00",304.50,7.25,11.75,868.00,183.35,160.10,"1,975.12"
17/09/2012,299.93,144.11,640.19,10.76,308.92,583.20,"1,683.50",772.50,"1,101.00",136.25,77.50,"2,888.50","2,268.00",305.80,7.25,11.75,859.50,181.05,156.00,"1,971.69"
18/09/2012,296.15,139.91,639.32,10.76,307.21,577.90,"1,718.00",775.00,"1,109.25",136.25,77.50,"2,904.50","2,280.00",307.30,7.50,11.75,837.50,182.88,154.40,"1,974.26"
19/09/2012,294.61,138.23,651.00,10.76,311.10,587.80,"1,708.00",775.00,"1,117.50",136.25,79.00,"2,959.00","2,303.00",318.10,7.50,11.75,859.50,181.89,155.20,"1,979.42"
20/09/2012,293.75,136.83,644.45,10.76,308.53,587.00,"1,720.00",771.00,"1,112.25",136.25,79.00,"2,949.50","2,296.00",315.70,7.50,11.75,860.00,182.46,158.80,"1,980.28"
21/09/2012,294.61,138.01,644.71,10.76,300.99,584.20,"1,722.50",773.50,"1,119.00",136.50,79.00,"2,942.00","2,292.00",311.90,7.75,12.50,860.00,186.06,158.20,"1,960.52"
24/09/2012,292.21,135.83,629.90,10.76,299.90,585.00,"1,724.00",785.00,"1,120.50",136.50,82.50,"2,962.50","2,289.00",307.20,8.00,13.50,854.50,185.59,158.50,"1,957.94"
25/09/2012,291.69,135.99,629.90,10.76,303.16,583.80,"1,754.00",795.00,"1,124.25",136.50,82.50,"2,976.00","2,289.00",308.80,8.00,19.50,856.00,186.48,157.00,"1,974.26"
26/09/2012,287.75,133.87,623.67,10.76,298.96,573.70,"1,745.00",800.00,"1,092.75",136.50,82.50,"2,955.50","2,272.00",307.70,8.00,21.00,850.00,184.96,153.90,"1,950.21"
27/09/2012,289.98,137.50,614.00,10.76,300.67,579.50,"1,744.00",797.00,"1,077.75",136.50,82.50,"2,964.00","2,272.00",306.30,8.00,21.00,842.00,184.44,151.50,"1,944.20"
28/09/2012,289.29,135.55,613.18,10.76,297.41,573.30,"1,739.50",795.00,"1,083.75",136.50,82.50,"2,955.00","2,252.00",300.00,8.00,19.50,846.50,183.24,149.00,"1,948.49"
01/10/2012,295.98,136.27,595.44,10.76,305.89,587.50,"1,772.00",792.00,"1,101.75",136.50,90.00,"2,925.00","2,274.00",301.80,8.00,20.00,821.00,183.87,154.30,"1,975.12"
02/10/2012,296.50,136.50,595.44,10.76,306.20,580.50,"1,760.50",792.00,"1,088.25",136.50,89.50,"2,893.50","2,270.00",304.40,8.00,19.50,850.00,183.50,159.00,"1,984.57"
03/10/2012,298.04,136.78,606.60,10.76,304.80,587.70,"1,780.00",792.50,"1,090.50",137.00,91.00,"2,908.00","2,290.00",306.20,8.00,18.50,861.50,185.07,163.70,"1,990.59"
04/10/2012,298.21,136.55,611.83,10.76,302.39,592.80,"1,795.50",797.00,"1,098.75",137.00,90.00,"2,911.00","2,299.00",307.00,8.13,17.50,872.00,185.59,162.50,"2,019.80"
05/10/2012,302.67,137.90,609.05,10.76,298.42,599.80,"1,797.00",792.00,"1,096.50",137.00,90.00,"2,918.50","2,320.00",310.10,8.38,17.50,892.00,188.35,166.00,"2,061.90"
08/10/2012,301.64,133.42,609.05,10.76,292.90,595.80,"1,794.00",792.50,"1,100.25",137.00,89.50,"2,902.50","2,327.00",311.90,8.38,17.50,887.50,188.04,163.60,"2,062.75"
09/10/2012,300.27,132.52,603.00,10.76,289.63,591.00,"1,780.50",798.00,"1,086.75",137.00,88.50,"2,888.50","2,311.00",310.60,8.38,17.50,880.00,187.00,162.00,"2,048.15"
10/10/2012,298.90,131.40,588.65,10.76,285.43,589.60,"1,761.00",791.00,"1,072.50",137.00,90.00,"2,860.00","2,301.00",308.60,8.38,17.50,870.00,185.64,159.90,"2,009.49"
11/10/2012,303.53,132.02,579.94,10.76,286.44,597.20,"1,770.00",792.00,"1,077.00",137.00,89.50,"2,870.00","2,304.00",312.50,8.38,17.50,870.50,185.95,162.40,"2,029.25"
12/10/2012,300.62,128.72,587.44,10.76,287.61,595.30,"1,766.00",790.00,"1,080.75",137.00,89.50,"2,860.50","2,304.00",314.60,8.38,17.50,882.50,182.25,160.20,"2,018.08"
15/10/2012,300.27,130.06,599.90,10.76,278.74,600.30,"1,772.00",797.00,"1,082.25",137.00,89.50,"2,881.50","2,326.00",315.60,8.38,17.50,884.00,180.69,158.00,"2,036.12"
16/10/2012,302.16,132.69,599.90,10.76,285.43,611.00,"1,782.50",800.00,"1,075.50",137.00,89.50,"2,924.50","2,342.00",320.70,8.38,17.50,892.00,180.38,155.60,"2,041.28"
17/10/2012,300.44,135.49,599.90,10.76,294.53,612.70,"1,768.50",804.00,"1,084.50",137.00,89.50,"2,928.00","2,346.00",327.50,8.38,17.50,882.00,182.20,157.60,"2,030.11"
18/10/2012,299.24,136.66,623.99,10.76,292.82,616.90,"1,756.50",800.00,"1,094.25",137.00,87.50,"2,950.00","2,320.00",326.50,8.38,17.50,865.00,184.34,163.80,"2,025.81"
19/10/2012,297.87,136.72,623.00,10.76,293.05,615.30,"1,768.50",806.00,"1,101.75",137.25,87.50,"2,951.00","2,324.00",326.40,8.38,17.50,861.50,185.07,162.20,"2,018.94"
22/10/2012,298.21,135.43,630.27,10.76,291.42,618.00,"1,772.00",812.00,"1,093.50",137.25,90.00,"2,938.00","2,309.00",329.10,8.38,17.25,853.00,184.60,159.70,"1,995.74"
23/10/2012,293.07,132.47,630.27,11.25,288.15,612.90,"1,746.50",805.00,"1,093.50",137.00,92.50,"2,900.00","2,262.00",326.60,8.38,17.25,864.00,182.46,154.80,"1,980.28"
24/10/2012,293.75,131.46,619.00,11.25,286.83,610.00,"1,759.50",807.00,"1,095.00",137.00,93.00,"2,884.50","2,265.00",329.90,8.25,17.25,862.00,179.80,157.20,"1,975.98"
25/10/2012,293.92,133.03,626.69,11.25,287.06,614.00,"1,774.00",807.00,"1,098.75",137.00,93.00,"2,896.50","2,310.00",334.70,8.25,17.25,865.00,177.93,160.00,"1,983.71"
26/10/2012,293.07,131.52,616.31,11.25,286.44,610.40,"1,769.00",799.50,"1,095.00",137.00,93.00,"2,901.00","2,302.00",336.20,8.25,17.25,862.00,176.94,160.20,"1,976.84"
29/10/2012,294.95,132.41,616.31,11.25,285.20,610.90,"1,780.00",799.75,"1,091.25",137.00,93.00,"2,908.00","2,312.00",339.50,8.25,17.25,855.00,176.78,158.80,"1,977.70"
30/10/2012,295.12,133.47,613.00,11.25,284.65,611.60,"1,780.00",810.00,"1,086.75",137.00,91.50,"2,918.50","2,326.00",342.30,8.00,17.25,853.50,178.34,158.60,"2,010.35"
31/10/2012,293.24,134.87,613.00,11.25,283.41,608.80,"1,771.00",820.00,"1,075.50",137.00,89.00,"2,877.50","2,311.00",338.50,8.00,17.25,850.00,175.42,161.30,"2,018.94"
01/11/2012,300.96,138.57,617.33,11.25,286.99,625.00,"1,805.00",819.00,"1,076.25",137.25,88.50,"2,895.00","2,326.00",343.00,8.00,16.50,850.50,177.25,163.30,"2,055.02"
02/11/2012,302.16,140.41,627.00,11.25,287.69,626.10,"1,805.00",825.00,"1,051.50",137.25,88.50,"2,903.50","2,342.00",347.70,7.88,15.75,849.00,175.37,169.10,"2,110.01"
05/11/2012,299.59,140.19,643.00,11.25,290.88,618.00,"1,791.50",817.50,"1,055.25",137.75,88.50,"2,892.00","2,335.00",347.10,7.88,15.75,837.00,174.59,170.70,"2,088.53"
06/11/2012,301.64,141.03,648.00,11.25,293.05,621.70,"1,807.50",828.00,"1,070.25",138.00,88.50,"2,909.50","2,353.00",349.90,7.88,15.50,840.00,176.21,175.00,"2,104.85"
07/11/2012,296.33,139.91,648.00,11.25,288.62,607.80,"1,791.50",820.00,"1,038.75",138.00,88.50,"2,862.00","2,306.00",346.40,7.88,15.50,830.00,174.85,169.50,"2,070.49"
08/11/2012,295.47,139.13,640.23,11.25,287.84,602.90,"1,789.00",850.00,"1,016.25",138.00,88.50,"2,873.50","2,313.00",344.90,7.88,15.50,841.00,174.75,168.00,"2,059.32"
09/11/2012,300.96,138.46,626.19,11.25,288.15,600.90,"1,803.00",855.00,"1,004.25",138.00,88.50,"2,865.50","2,314.00",346.00,7.88,15.50,841.50,174.75,170.60,"2,061.04"
12/11/2012,298.90,137.78,620.00,11.25,289.55,603.80,"1,800.00",865.50,999.75,138.00,88.50,"2,852.00","2,320.00",349.00,7.88,15.50,845.00,173.70,170.50,"2,055.88"
13/11/2012,300.62,136.33,620.00,11.25,290.64,608.60,"1,819.00",875.00,998.25,138.00,88.50,"2,875.00","2,341.00",351.40,7.75,15.50,850.00,169.43,169.70,"2,091.11"
14/11/2012,298.90,134.03,616.36,11.25,286.21,603.00,"1,811.50",883.00,"1,005.00",138.00,88.50,"2,856.00","2,336.00",351.80,7.75,15.50,835.00,167.76,166.50,"2,075.64"
15/11/2012,292.38,132.08,629.03,11.25,293.91,601.30,"1,800.00",880.00,942.75,138.00,88.50,"2,842.50","2,311.00",347.30,7.75,15.50,844.50,165.94,161.10,"2,036.98"
16/11/2012,289.81,116.91,666.33,11.25,289.94,595.80,"1,793.50",864.00,899.25,138.00,88.50,"2,792.50","2,290.00",345.00,7.75,15.50,855.00,164.53,158.50,"1,988.01"
19/11/2012,297.53,115.79,679.00,11.25,300.29,618.30,"1,832.50",860.00,897.00,138.00,88.50,"2,818.00","2,334.00",352.00,7.75,15.50,864.00,167.34,163.40,"2,022.38"
20/11/2012,299.76,116.52,679.00,11.25,298.73,614.50,"1,848.50",837.00,906.00,138.00,88.50,"2,822.50","2,348.00",349.80,7.75,15.50,863.00,169.22,167.60,"2,050.73"
21/11/2012,298.56,117.25,686.00,11.25,297.80,618.00,"1,846.00",855.00,905.25,138.00,87.50,"2,841.50","2,339.00",351.80,7.75,15.75,889.00,165.94,165.00,"2,028.39"
22/11/2012,299.24,120.32,700.93,11.25,297.33,622.00,"1,876.00",840.00,910.50,138.00,87.50,"2,866.00","2,358.00",353.80,7.75,15.75,893.50,165.05,168.10,"2,027.53"
23/11/2012,300.27,121.05,700.93,10.76,299.27,625.90,"1,877.50",830.00,907.50,138.00,87.50,"2,890.50","2,375.00",356.50,7.75,15.75,891.50,165.47,169.00,"2,023.23"
26/11/2012,299.59,119.76,719.75,10.76,294.76,620.00,"1,873.50",840.00,910.50,138.25,87.50,"2,880.00","2,384.00",362.90,7.75,15.50,886.00,164.37,170.40,"2,015.50"
27/11/2012,301.30,119.54,705.65,10.76,294.37,620.90,"1,880.50",845.00,906.75,138.25,88.50,"2,881.50","2,396.00",365.00,7.75,15.50,895.00,163.59,170.20,"2,028.39"
28/11/2012,301.30,119.20,695.00,10.76,295.00,622.80,"1,878.50",840.00,897.75,138.25,88.50,"2,914.00","2,407.00",361.40,7.75,15.50,880.50,165.00,170.10,"2,033.54"
29/11/2012,304.22,119.04,702.77,10.76,299.35,631.60,"1,872.50",850.00,936.75,138.25,92.50,"2,960.00","2,421.00",360.30,7.75,15.25,880.00,167.13,170.20,"2,042.99"
30/11/2012,305.59,119.26,709.00,11.00,296.86,637.70,"1,857.00",860.00,928.50,138.50,96.00,"2,966.50","2,403.00",358.70,7.75,15.25,875.00,168.02,168.70,"2,061.04"
03/12/2012,310.74,122.73,708.00,11.00,295.62,635.90,"1,860.00",857.25,933.75,138.50,96.00,"2,979.00","2,396.00",358.40,7.75,15.25,861.00,167.76,171.30,"2,065.33"
04/12/2012,313.14,122.11,700.00,11.00,298.96,636.20,"1,858.00",852.00,932.25,138.50,96.00,"2,977.50","2,408.00",359.80,7.75,15.25,862.50,166.35,172.70,"2,052.44"
05/12/2012,313.48,124.07,700.00,11.00,299.74,644.10,"1,859.50",849.00,928.50,138.50,97.50,"3,000.00","2,408.00",360.00,7.75,15.25,876.00,166.14,175.00,"2,044.71"
06/12/2012,303.70,125.08,707.00,10.76,306.90,643.80,"1,854.00",849.00,901.50,138.50,106.00,"2,994.50","2,393.00",354.20,7.75,15.25,877.00,168.33,174.40,"2,068.77"
07/12/2012,307.65,125.42,708.73,10.76,307.21,643.60,"1,878.50",840.00,906.00,138.50,104.00,"3,000.50","2,416.00",353.90,7.75,15.25,887.00,168.75,171.20,"2,085.95"
10/12/2012,305.93,125.53,706.81,10.76,307.67,641.20,"1,886.50",835.00,910.50,138.50,104.00,"3,011.50","2,409.00",360.40,7.75,15.25,884.00,168.44,170.60,"2,085.95"
11/12/2012,298.90,125.42,706.80,10.76,312.96,644.80,"1,855.50",850.00,926.25,138.50,105.00,"3,029.50","2,413.00",361.80,7.75,15.25,885.00,168.18,170.70,"2,137.50"
12/12/2012,300.44,125.81,711.45,10.76,313.12,643.80,"1,845.50",835.00,930.00,139.00,107.50,"3,042.50","2,429.00",360.00,7.75,15.25,899.50,168.44,172.80,"2,114.30"
13/12/2012,297.70,126.42,720.17,10.76,318.48,643.40,"1,836.00",842.50,930.75,139.00,107.50,"2,958.50","2,419.00",358.70,7.75,15.25,890.00,169.43,171.70,"2,099.70"
14/12/2012,298.56,127.26,719.39,9.78,314.75,641.60,"1,834.50",841.00,936.75,139.00,106.50,"2,924.00","2,428.00",360.00,7.75,15.25,894.00,167.81,173.70,"2,087.67"
17/12/2012,294.95,126.54,726.77,9.78,317.71,641.50,"1,836.00",850.00,938.25,139.00,106.50,"2,929.50","2,421.00",358.20,7.75,15.25,896.00,164.94,179.50,"2,078.22"
18/12/2012,301.99,128.33,736.00,9.78,317.01,640.20,"1,829.50",840.00,953.25,139.00,106.50,"2,945.00","2,424.00",359.70,7.75,15.25,894.50,162.91,180.70,"2,117.74"
19/12/2012,303.19,131.01,765.13,9.78,322.84,653.00,"1,838.50",840.00,952.50,139.00,106.50,"2,943.00","2,425.00",364.80,7.75,15.25,891.50,163.33,188.50,"2,132.34"
20/12/2012,303.02,129.67,775.27,9.05,327.66,650.00,"1,848.50",843.75,954.00,139.00,106.50,"2,927.00","2,420.00",366.40,7.75,15.25,890.00,162.44,186.00,"2,165.85"
21/12/2012,302.67,128.44,755.40,9.05,325.25,649.70,"1,807.50",855.00,951.00,139.00,106.50,"2,939.00","2,402.00",378.10,7.75,15.25,894.50,162.23,187.90,"2,124.61"
24/12/2012,303.70,128.16,755.40,9.05,324.32,654.90,"1,827.50",845.00,948.00,139.00,106.50,"2,934.50","2,420.00",393.70,7.75,15.25,907.00,162.96,188.80,"2,124.61"
27/12/2012,304.39,129.17,775.00,9.05,327.58,652.00,"1,809.50",833.00,945.00,139.25,106.50,"2,927.00","2,395.00",385.30,7.75,15.25,904.00,162.70,188.00,"2,122.89"
28/12/2012,303.19,129.67,798.59,9.05,327.27,651.30,"1,801.50",830.00,942.75,139.50,106.50,"2,913.50","2,381.00",383.00,7.75,15.00,904.00,162.03,184.70,"2,106.57"
31/12/2012,299.76,125.08,798.59,9.05,329.53,646.90,"1,787.00",852.00,937.50,139.50,106.50,"2,909.50","2,366.00",381.60,7.75,15.00,924.50,161.03,184.80,"2,102.27"
02/01/2013,312.45,130.68,827.00,9.05,333.34,665.70,"1,817.50",835.00,954.00,139.50,106.50,"2,969.00","2,392.00",384.80,7.75,15.00,900.00,164.16,192.90,"2,187.33"
03/01/2013,312.97,130.51,827.00,9.05,336.84,662.50,"1,818.00",825.00,960.75,139.50,106.50,"2,980.00","2,399.00",387.90,7.75,15.00,900.50,164.11,194.00,"2,175.30"
04/01/2013,315.03,130.79,838.32,9.05,341.35,667.60,"1,824.50",825.00,977.25,139.50,106.50,"3,000.00","2,415.00",383.10,7.75,15.00,900.00,166.87,195.10,"2,173.58"
07/01/2013,310.40,129.61,844.67,9.05,342.44,666.20,"1,813.00",858.00,966.75,139.50,128.50,"2,985.00","2,398.00",382.50,7.75,15.00,893.50,166.46,191.60,"2,158.98"
08/01/2013,309.37,130.79,823.19,9.05,341.82,659.20,"1,804.50",858.00,963.75,139.50,129.00,"3,000.00","2,411.00",379.00,7.63,15.00,885.00,169.32,190.90,"2,115.16"
09/01/2013,307.48,131.24,825.32,9.05,342.36,669.90,"1,798.50",860.50,963.00,139.50,129.00,"2,986.00","2,393.00",378.50,7.88,15.00,910.00,172.56,194.70,"2,097.98"
10/01/2013,305.76,134.93,842.11,9.05,340.73,673.40,"1,788.00",863.00,962.25,139.50,129.00,"2,996.50","2,387.00",379.50,7.88,15.00,924.50,171.51,196.90,"2,088.53"
11/01/2013,305.59,137.22,851.00,9.05,348.51,677.70,"1,788.50",870.00,973.50,139.50,127.00,"3,018.00","2,384.00",380.10,7.88,14.00,920.00,172.24,207.60,"2,114.30"
14/01/2013,308.17,136.55,851.00,9.05,353.56,675.80,"1,788.00",863.00,975.75,139.50,127.50,"3,030.00","2,378.00",384.00,7.88,15.00,920.00,170.84,210.40,"2,073.06"
15/01/2013,307.65,136.89,858.00,9.05,351.15,679.60,"1,802.00",867.50,978.75,139.50,126.00,"3,041.50","2,405.00",385.90,7.88,15.75,924.50,169.95,206.20,"2,102.27"
16/01/2013,312.97,137.62,858.00,9.05,350.53,683.40,"1,806.00",850.00,981.75,139.50,126.00,"3,037.00","2,434.00",384.00,8.00,15.75,924.00,166.82,203.00,"2,107.43"
17/01/2013,315.54,137.11,838.45,9.05,355.58,691.10,"1,824.50",855.00,987.00,139.50,129.50,"3,070.50","2,420.00",382.00,8.00,15.75,951.50,167.50,211.80,"2,119.46"
18/01/2013,316.40,138.62,858.00,9.05,355.66,693.90,"1,843.00",864.50,993.75,139.50,131.50,"3,076.50","2,428.00",384.90,8.00,15.75,980.50,168.75,208.40,"2,134.92"
21/01/2013,317.60,138.74,859.00,9.05,359.71,695.50,"1,819.50",859.75,"1,012.50",139.50,141.00,"3,071.50","2,440.00",390.70,8.00,15.75,962.00,169.17,212.50,"2,141.79"
22/01/2013,318.12,138.34,845.84,9.05,359.71,693.00,"1,836.00",851.00,"1,008.00",139.50,140.00,"3,071.50","2,451.00",386.20,8.00,15.75,950.00,169.32,211.60,"2,156.40"
23/01/2013,317.60,136.27,835.76,9.05,352.86,695.10,"1,865.00",867.50,"1,012.50",139.50,140.50,"3,082.50","2,526.00",388.10,8.00,15.50,942.00,170.42,208.30,"2,182.17"
24/01/2013,318.97,135.27,835.76,9.05,356.44,704.90,"1,860.00",868.25,"1,047.00",139.50,140.50,"3,135.00","2,527.00",390.20,8.00,15.50,937.50,175.84,218.40,"2,198.50"
25/01/2013,323.95,134.20,872.80,9.05,358.31,710.30,"1,857.00",865.00,"1,052.25",139.75,139.00,"3,156.50","2,533.00",399.40,8.00,15.50,942.00,177.51,223.00,"2,205.37"
28/01/2013,323.26,133.87,876.00,9.05,357.84,717.10,"1,859.50",871.50,"1,053.75",140.25,137.50,"3,145.00","2,548.00",394.40,8.00,15.50,973.50,178.39,220.00,"2,206.23"
29/01/2013,325.15,133.53,861.92,9.05,368.96,720.10,"1,872.50",878.00,"1,053.75",140.25,137.50,"3,168.00","2,559.00",373.20,8.00,15.50,970.00,180.27,219.50,"2,204.51"
30/01/2013,323.44,132.58,871.54,9.05,365.46,724.10,"1,853.00",857.50,"1,037.25",140.25,137.50,"3,152.50","2,566.00",384.00,8.00,15.50,972.50,180.90,216.60,"2,208.81"
31/01/2013,324.64,130.62,873.00,8.56,359.24,716.70,"1,877.00",875.00,"1,014.00",140.25,131.50,"3,053.00","2,567.00",388.80,8.00,11.88,968.50,179.44,212.70,"2,207.95"
01/02/2013,333.22,134.59,896.45,8.56,366.39,719.60,"1,906.00",857.50,"1,032.00",140.25,131.50,"3,068.50","2,603.00",397.80,8.00,12.00,965.00,180.84,213.60,"2,270.66"
04/02/2013,333.73,132.24,912.50,8.56,364.06,706.10,"1,881.00",850.00,"1,021.50",140.75,130.50,"3,040.50","2,558.00",405.40,8.00,12.00,985.50,177.77,210.60,"2,259.49"
05/02/2013,334.59,133.70,913.13,8.56,369.04,709.40,"1,876.50",868.00,"1,029.00",140.75,129.50,"3,068.00","2,597.00",414.50,8.00,11.25,965.00,178.55,215.10,"2,274.96"
06/02/2013,335.28,134.09,963.20,8.68,370.83,713.10,"1,885.00",858.00,"1,029.00",140.75,129.50,"3,061.00","2,545.00",415.60,8.00,11.25,974.00,177.61,216.60,"2,295.58"
07/02/2013,334.59,131.91,965.93,8.68,370.13,700.40,"1,879.50",867.50,"1,021.50",140.75,129.50,"3,021.50","2,512.00",403.00,8.00,11.25,960.00,179.18,211.20,"2,294.72"
08/02/2013,334.93,132.47,965.93,8.68,375.80,716.70,"1,887.50",866.50,"1,017.00",140.75,129.50,"3,000.00","2,515.00",407.00,8.00,11.25,980.50,181.31,218.50,"2,312.76"
11/02/2013,332.02,132.64,965.93,8.68,376.50,718.30,"1,877.00",860.00,"1,017.00",140.75,129.50,"3,018.50","2,520.00",405.00,8.00,11.25,980.00,181.05,216.10,"2,272.38"
12/02/2013,333.22,133.14,"1,000.00",8.68,381.56,728.90,"1,894.50",867.50,"1,017.75",140.75,130.00,"3,018.50","2,542.00",409.00,8.00,12.00,980.00,180.90,221.80,"2,267.23"
